listing_number,id,listing_url,name,host_id,host_name,host_since,host_location,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,price,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,number_of_reviews_l30d,license,instant_bookable,calculated_host_listings_count,reviews_per_month
267,607143,https://www.airbnb.com/rooms/607143,Elegant Apartment F- Santa Maria Novella,325913840,Margherita,2020-01-09,"Florence, Tuscany, Italy",19,Centro Storico,43.77947,11.25214,Entire home/apt,4,1.0,$95.00,17,44,74,303,15,1,048017LTN2421,t,15,2.09
268,610985,https://www.airbnb.com/rooms/610985,Centre Florence  beautiful 1500 apartment,3029201,Cristina,2012-07-23,"Florence, Tuscany, Italy",3,Centro Storico,43.77911,11.26376,Entire home/apt,4,2.0,$160.00,11,11,11,263,4,0,,t,1,1.51
269,611294,https://www.airbnb.com/rooms/611294,Novella House,3031300,Novella House,2012-07-23,"Florence, Toscana, Italy",12,Centro Storico,43.77278,11.24895,Entire home/apt,8,2.0,$146.00,0,0,0,0,0,0,,t,9,1.67
270,614736,https://www.airbnb.com/rooms/614736,Santa Croce cosy apt with a view,3048564,Kora,2012-07-25,"Florence, Tuscany, Italy",1,Centro Storico,43.76905,11.25968,Entire home/apt,2,1.0,$74.00,1,18,34,300,7,0,,f,1,0.69
271,614820,https://www.airbnb.com/rooms/614820,2)INDEPENDENT APARTMENT NEAR S.M.NOVELLA STATION,2403819,Francesco,2012-05-18,"Florence, Tuscany, Italy",3,Centro Storico,43.77924,11.2399,Entire home/apt,3,1.0,$40.00,10,40,70,319,26,4,,t,3,3.53
272,619625,https://www.airbnb.com/rooms/619625,"Apartment in Tower ""Santa Croce""",3070629,Guido,2012-07-27,"Florence, Tuscany, Italy",8,Centro Storico,43.76956,11.25967,Entire home/apt,3,1.0,$51.00,12,12,12,12,31,2,,t,7,4.85
273,620555,https://www.airbnb.com/rooms/620555,Bellosguardo/San Francesco di Paola,3074234,Sonia,2012-07-27,"Florence, Tuscany, Italy",2,Centro Storico,43.76713,11.23977,Entire home/apt,5,3.0,$103.00,21,51,81,274,9,1,048017LTN2055,t,1,2.16
274,620701,https://www.airbnb.com/rooms/620701,Little Island Apartment [ free parking ],3008285,Daniele,2012-07-21,"Florence, Tuscany, Italy",2,Isolotto Legnaia,43.77956,11.2065,Entire home/apt,5,2.0,$43.00,0,0,2,266,0,0,,t,1,5.8
275,621276,https://www.airbnb.com/rooms/621276,Old bridge apt with stunning view terrace,3070629,Guido,2012-07-27,"Florence, Tuscany, Italy",8,Centro Storico,43.76933,11.25114,Entire home/apt,4,1.0,$122.00,17,47,77,346,28,1,,t,7,3.81
276,626595,https://www.airbnb.com/rooms/626595,Historic flat on the Florence roofs,2768656,Maria Laura,2012-06-28,"Florence, Tuscany, Italy",2,Centro Storico,43.77614,11.25359,Entire home/apt,5,3.0,$85.00,23,53,83,356,5,0,,t,1,1.41
277,627198,https://www.airbnb.com/rooms/627198,Temporary residence for artists 2,1026276,Lorenzo,2011-08-27,"Florence, Toscana, Italy",1,Campo di Marte,43.76841,11.29708,Private room,3,3.0,$20.00,0,0,0,0,0,0,,f,1,0.04
278,628637,https://www.airbnb.com/rooms/628637,Ponte Vecchio Living - Firenze-,3122763,Stella,2012-08-01,"Florence, Tuscany, Italy",2,Centro Storico,43.7676,11.25214,Entire home/apt,3,1.0,$70.00,0,5,5,157,0,0,,f,1,0.37
279,636394,https://www.airbnb.com/rooms/636394,"Della Bella Terrace, Oltrarno",4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189,Centro Storico,43.76394,11.2402,Entire home/apt,4,1.0,$159.00,0,0,0,141,0,0,048017LTN3368,t,125,0.02
280,645536,https://www.airbnb.com/rooms/645536,Studioapartement near Pontevecchio,3232907,Francesca,2012-08-12,"Florence, Tuscany, Italy",0,Centro Storico,43.76674,11.25346,Entire home/apt,2,1.0,$58.00,12,12,12,228,2,0,,f,1,2.21
281,647298,https://www.airbnb.com/rooms/647298,"Florence :A room with a ""view"" on Italian language",3245088,Annamaria,2012-08-13,"Florence, Tuscany, Italy",1,Isolotto Legnaia,43.7693,11.21883,Private room,2,1.0,$23.00,6,6,6,45,5,1,,f,1,1.35
282,650061,https://www.airbnb.com/rooms/650061,Holiday house in Florence!!,3264356,Mauro,2012-08-15,"Florence, Tuscany, Italy",1,Rifredi,43.79079,11.24374,Entire home/apt,4,2.0,$50.00,5,35,65,340,0,0,,f,1,0.28
283,650750,https://www.airbnb.com/rooms/650750,Private Designer Room in the Center of Florence,96905,Elisabetta And Claudia,2010-03-21,"Florence, Tuscany, Italy",3,Centro Storico,43.77941,11.25728,Private room,2,1.0,$55.00,21,51,81,350,9,1,,t,3,3.66
284,657570,https://www.airbnb.com/rooms/657570,Central luxury apartment,3314526,Alessandro,2012-08-20,"Florence, Tuscany, Italy",64,Centro Storico,43.77167,11.2503,Entire home/apt,5,2.0,$160.00,0,0,0,0,0,0,,f,36,1.6
285,659622,https://www.airbnb.com/rooms/659622,Attic flat in the center - Florence,2521692,Lorenza,2012-06-01,"Florence, Tuscany, Italy",1,Centro Storico,43.77926,11.25767,Entire home/apt,2,1.0,$65.00,0,0,0,138,0,0,,f,1,0.76
286,660756,https://www.airbnb.com/rooms/660756,Apartment in central Florence,3324865,Giovanna,2012-08-21,"Bologna, Emilia-Romagna, Italy",0,Centro Storico,43.76978,11.25901,Entire home/apt,3,1.0,$70.00,25,55,85,360,1,0,,t,1,0.49
287,661521,https://www.airbnb.com/rooms/661521,CondottaSuite14♥Piazza Signoria♥,1631849,Alessandro,2012-01-20,"Florence, Tuscany, Italy",7,Centro Storico,43.7702,11.25584,Entire home/apt,4,2.0,$160.00,13,43,73,325,8,1,,t,4,3.17
288,664772,https://www.airbnb.com/rooms/664772,The House of Galileo Galilei AC,3358452,Modestino,2012-08-24,"Florence, Tuscany, Italy",21,Centro Storico,43.7684,11.24625,Entire home/apt,2,1.0,$80.00,0,14,44,316,1,0,,t,7,4.31
289,667020,https://www.airbnb.com/rooms/667020,The gateway to Florence and Tuscany,3374012,Giovanni E Claudia,2012-08-26,"Florence, Tuscany, Italy",1,Rifredi,43.79349,11.23959,Entire home/apt,4,1.0,$65.00,0,0,0,199,2,0,,f,1,0.8
290,667172,https://www.airbnb.com/rooms/667172,Studio 5 pax in city centre,1372461,Daniele,2011-11-05,"Florence, Toscana, Italy",5,Centro Storico,43.77959,11.24432,Entire home/apt,5,1.0,$136.00,8,38,68,343,0,0,,f,3,0.06
291,667250,https://www.airbnb.com/rooms/667250,Gemini city centre studios 3 pax,1372461,Daniele,2011-11-05,"Florence, Toscana, Italy",5,Centro Storico,43.77961,11.24435,Entire home/apt,3,1.0,$80.00,8,38,68,343,0,0,,f,3,0.31
292,668616,https://www.airbnb.com/rooms/668616,70's Design Romantic Home Firenze,2634256,Maggie,2012-06-14,"Florence, Toscana, Italy",1,Centro Storico,43.7699,11.25218,Entire home/apt,3,1.0,$88.00,0,0,0,0,0,0,,f,1,1.01
293,668871,https://www.airbnb.com/rooms/668871,Santa Croce- roof top terrace home,2203863,Marina,2012-04-23,"San Casciano in Val di Pesa, Toscana, Italy",10,Centro Storico,43.76997,11.26573,Entire home/apt,4,1.0,$110.00,0,0,0,0,0,0,,f,1,0.21
294,670827,https://www.airbnb.com/rooms/670827,Charming apt next to  Uffizi museum,3399499,Camilla,2012-08-28,"Province of Florence, Tuscany, Italy",5,Centro Storico,43.76831,11.25819,Entire home/apt,2,1.0,$70.00,7,12,24,194,0,0,,f,1,2.42
295,672264,https://www.airbnb.com/rooms/672264,Il Duca di Firenze Apartment,3409230,Daniela,2012-08-29,"Empoli, Tuscany, Italy",1,Centro Storico,43.77398,11.26274,Entire home/apt,3,,$85.00,1,1,1,200,0,0,,f,1,0.51
296,673933,https://www.airbnb.com/rooms/673933,Peonia romantic apartment Santa Croce 🌸,488317,Diana,2011-04-06,"Florence, Tuscany, Italy",35,Centro Storico,43.76918,11.26233,Entire home/apt,2,1.0,$99.00,25,55,85,360,0,0,048017LTN3200,t,34,0.16
297,674971,https://www.airbnb.com/rooms/674971,"Florence villa,Tuscan Estate,shared Pool,Parking",3428494,Ginevra,2012-08-31,"Florence, Tuscany, Italy",6,Gavinana Galluzzo,43.75589,11.27877,Entire home/apt,10,5.0,$736.00,27,57,87,115,3,1,,t,6,0.36
298,676837,https://www.airbnb.com/rooms/676837,Nice Studio verynear Duomo and Piazza Signoria,1269265,Lorenzo,2011-10-09,"Florence, Toscana, Italy",3,Centro Storico,43.77109,11.25798,Entire home/apt,4,1.0,$65.00,0,0,0,0,0,0,,f,3,0.11
299,677061,https://www.airbnb.com/rooms/677061,"lovely lovely room in Florence,",1811165,Antonella,2012-02-26,"Montespertoli, Tuscany, Italy",5,Campo di Marte,43.77983,11.27823,Private room,2,1.0,$25.00,0,14,44,319,1,0,,f,1,0.05
300,677883,https://www.airbnb.com/rooms/677883,Country apart. in beautiful Villa,1626964,Federica,2012-01-19,"Florence, Tuscany, Italy",3,Campo di Marte,43.79263,11.29147,Entire home/apt,3,1.0,$53.00,10,10,10,10,9,0,,f,3,1.05
301,679308,https://www.airbnb.com/rooms/679308,New nice studio apartment Florence,2170562,Carla,2012-04-18,"Grosseto, Tuscany, Italy",1,Centro Storico,43.78349,11.2414,Entire home/apt,2,1.0,$53.00,25,55,85,360,0,0,,f,1,
302,691794,https://www.airbnb.com/rooms/691794,Una casa di charme in Oltrarno,3536905,Alessandra E Francesco,2012-09-11,"Florence, Tuscany, Italy",3,Centro Storico,43.76562,11.24831,Entire home/apt,2,1.0,$85.00,0,0,0,76,0,0,,f,1,2.67
303,694787,https://www.airbnb.com/rooms/694787,Spacious/well-lit room in S.Spirito,3556136,P A O L A,2012-09-13,"Florence, Tuscany, Italy",1,Centro Storico,43.76385,11.24603,Private room,2,1.0,$74.00,9,39,69,344,0,0,,t,1,1.32
304,702138,https://www.airbnb.com/rooms/702138,Elegant apartment in Florence,3458239,Stefania,2012-09-03,"Florence, Tuscany, Italy",7,Campo di Marte,43.77502,11.28661,Entire home/apt,6,3.0,$86.00,25,55,85,360,7,1,,f,1,1.23
305,705428,https://www.airbnb.com/rooms/705428,"Nice, luminous  bedroom +bicycles",3624076,Luca,2012-09-20,"Florence, Tuscany, Italy",1,Campo di Marte,43.79143,11.26382,Private room,2,1.0,$38.00,0,29,59,334,0,0,,f,1,2.95
306,706131,https://www.airbnb.com/rooms/706131,Charming and Cozy House in Florence,2235238,Serena,2012-04-27,"Florence, Toscana, Italy",1,Isolotto Legnaia,43.77048,11.21016,Entire home/apt,5,2.0,$65.00,7,23,53,298,6,0,,t,1,2.6
307,710931,https://www.airbnb.com/rooms/710931,S.Croce apt in 800 years old tower,3070629,Guido,2012-07-27,"Florence, Tuscany, Italy",8,Centro Storico,43.7696,11.25956,Entire home/apt,2,1.0,$68.00,23,53,83,354,15,2,,t,7,3.28
308,711673,https://www.airbnb.com/rooms/711673,B&B LORENZO DE'MEDICI DREAM'S ROOM FLORENCE CENTER,2690055,Carmine,2012-06-20,"Florence, Tuscany, Italy",3,Centro Storico,43.77604,11.25313,Private room,2,1.0,$50.00,0,0,0,0,0,0,,t,8,2.34
309,712530,https://www.airbnb.com/rooms/712530,CUTE STUDIO IN DOWNTOWN,3554919,Antonella,2012-09-13,"Florence, Tuscany, Italy",1,Centro Storico,43.77064,11.26745,Entire home/apt,2,1.0,$49.00,25,55,85,85,0,0,,t,1,2.67
310,719739,https://www.airbnb.com/rooms/719739,Artistic house at san niccolò,3714327,Dafi,2012-09-30,"Florence, Tuscany, Italy",1,Centro Storico,43.76356,11.26014,Entire home/apt,2,1.0,$70.00,0,1,18,293,0,0,,f,1,0.41
311,719790,https://www.airbnb.com/rooms/719790,"Romantic studio, garden, parking 2",3617789,Lucia,2012-09-19,"Florence, Tuscany, Italy",2,Campo di Marte,43.79593,11.27576,Entire home/apt,4,1.0,$75.00,0,0,1,252,7,0,,f,2,0.97
312,720068,https://www.airbnb.com/rooms/720068,Bellissima Loggia Panoramica,3716301,Silvia,2012-09-30,"Florence, Tuscany, Italy",1,Centro Storico,43.77088,11.26102,Entire home/apt,2,1.0,$115.00,1,1,1,150,5,0,,t,1,1.42
313,720090,https://www.airbnb.com/rooms/720090,"romantic studio, garden, parking 1",3617789,Lucia,2012-09-19,"Florence, Tuscany, Italy",2,Campo di Marte,43.79036,11.27279,Entire home/apt,4,1.0,$75.00,11,32,62,337,2,0,,f,2,0.88
314,728295,https://www.airbnb.com/rooms/728295,Annusca's House  Cupido's Room,140170,Fabio,2010-06-07,"Florence, Toscana, Italy",5,Centro Storico,43.76292,11.2434,Hotel room,2,1.0,$70.00,20,50,80,245,0,0,,t,5,0.18
315,728368,https://www.airbnb.com/rooms/728368,BRIGHT LOFT - MEDICI CHAPELS - wifi,3777985,Ilaria,2012-10-06,"Florence, Tuscany, Italy",0,Centro Storico,43.77581,11.25353,Entire home/apt,6,1.0,$120.00,17,17,17,17,3,1,,t,2,1.02
316,728490,https://www.airbnb.com/rooms/728490,CHARMING APT MEDICI CHAPELS wifi,3777985,Ilaria,2012-10-06,"Florence, Tuscany, Italy",0,Centro Storico,43.77505,11.25313,Entire home/apt,4,1.0,$73.00,20,50,80,355,0,0,,t,2,0.83
317,728975,https://www.airbnb.com/rooms/728975,casa de' sanctis - lungarno Colombo,3785326,Maria Cristina,2012-10-07,"Florence, Tuscany, Italy",0,Campo di Marte,43.76608,11.28247,Entire home/apt,4,1.0,$46.00,0,0,0,245,0,0,,f,1,1.19
318,735370,https://www.airbnb.com/rooms/735370,Beautiful apartment Bellavista,3836298,Francesca,2012-10-11,"Florence, Tuscany, Italy",0,Centro Storico,43.77669,11.26189,Entire home/apt,10,4.0,$200.00,1,22,32,32,14,2,,t,1,2.29
319,742048,https://www.airbnb.com/rooms/742048,DIMORA DIONISIO,2682761,Francesco,2012-06-19,"Florence, Tuscany, Italy",1,Centro Storico,43.77422,11.25057,Private room,7,3.0,$49.00,16,45,75,75,78,6,,f,2,0.94
320,743240,https://www.airbnb.com/rooms/743240,laid-back cozy flat,3892924,David,2012-10-16,"Florence, Tuscany, Italy",1,Rifredi,43.79572,11.21345,Entire home/apt,2,1.0,$44.00,0,0,0,0,0,0,,f,1,1.0
321,744515,https://www.airbnb.com/rooms/744515,Artist Loft In The Heart of Florence,3901850,Giovambattista,2012-10-17,"Florence, Tuscany, Italy",1,Centro Storico,43.76776,11.24238,Entire home/apt,4,2.0,$130.00,0,0,0,0,0,0,,t,1,2.9
322,747741,https://www.airbnb.com/rooms/747741,OLD TOWN SanMarco SanLorenzo,3926014,Francesco,2012-10-20,"Mercatale in Val di Pesa, Tuscany, Italy",2,Centro Storico,43.77904,11.25704,Entire home/apt,5,1.0,$49.00,21,51,81,356,14,3,,t,2,1.11
323,748041,https://www.airbnb.com/rooms/748041,Cozy Apartment near Uffizzi Museum,3772121,Luca,2012-10-05,"Florence, Tuscany, Italy",0,Centro Storico,43.76961,11.25655,Entire home/apt,4,1.0,$70.00,15,40,70,345,9,0,,f,1,2.08
324,749149,https://www.airbnb.com/rooms/749149,Large and comfortable studio flat,3936538,Marco E Patrizia,2012-10-21,"Florence, Tuscany, Italy",1,Centro Storico,43.77826,11.23936,Entire home/apt,3,1.0,$63.00,11,41,71,297,6,3,,t,1,1.28
325,750529,https://www.airbnb.com/rooms/750529,Affittacamere Benedetta Triple,1372403,Donatella,2011-11-05,"Florence, Toscana, Italy",3,Centro Storico,43.77678,11.24045,Private room,3,1.0,$100.00,0,0,0,0,0,0,,t,3,
326,751241,https://www.airbnb.com/rooms/751241,Special room under Fiesole ........,3950491,Roberto,2012-10-23,"Florence, Tuscany, Italy",3,Campo di Marte,43.78793,11.27063,Private room,4,1.0,$35.00,0,0,16,291,0,0,,t,3,2.94
327,752350,https://www.airbnb.com/rooms/752350,PIAZZA PITTI-,154769,Matilde,2010-06-29,"Florence, Toscana, Italy",6,Centro Storico,43.7671,11.24879,Entire home/apt,4,1.0,$60.00,20,50,80,355,1,1,,f,4,0.25
328,753719,https://www.airbnb.com/rooms/753719,SAN  MARCO BALCONY - CATHEDRAL VIEW,3964723,Tiberio,2012-10-24,"Florence, Tuscany, Italy",2,Centro Storico,43.77763,11.25865,Entire home/apt,4,2.0,$166.00,27,47,47,219,4,0,,f,2,0.18
329,754931,https://www.airbnb.com/rooms/754931,B&B LORENZO DE'MEDICI DREAM'S ROOM FLORENCE CENTER,2690055,Carmine,2012-06-20,"Florence, Tuscany, Italy",3,Centro Storico,43.77551,11.25177,Private room,2,1.0,$50.00,0,0,0,0,1,0,,t,8,1.67
330,755095,https://www.airbnb.com/rooms/755095,Charming  suite apartment in the heart of Florence,1414775,Fernando,2011-11-16,"Viareggio, Tuscany, Italy",2,Centro Storico,43.77329,11.26305,Entire home/apt,2,1.0,$69.00,24,54,84,84,5,0,048017LTN1842,f,2,0.95
331,758139,https://www.airbnb.com/rooms/758139,Vicino al Duomo comodo e elegante,3993864,Laura,2012-10-28,"Pisa, Tuscany, Italy",2,Centro Storico,43.77515,11.26188,Entire home/apt,4,1.0,$68.00,0,28,58,333,0,0,,f,1,0.36
332,769115,https://www.airbnb.com/rooms/769115,"AFFORDABLE, BREATHTAKING DUOMO",4085987,Lisa & Ciro,2012-11-07,"Florence, Tuscany, Italy",2,Centro Storico,43.7731,11.25701,Entire home/apt,4,2.0,$70.00,11,36,39,105,12,3,,t,1,3.84
333,771929,https://www.airbnb.com/rooms/771929,GHIBELLINO - Elegant loft with frescoed ceilings,2377476,Clara E Carlo,2012-05-15,"Florence, Toscana, Italy",14,Centro Storico,43.77037,11.26103,Entire home/apt,4,1.0,$120.00,2,23,53,328,5,0,,f,14,0.22
334,771978,https://www.airbnb.com/rooms/771978,"BORGO SS. APOSTOLI ""A""- Apt. at Ponte Vecchio",2377476,Clara E Carlo,2012-05-15,"Florence, Toscana, Italy",14,Centro Storico,43.76899,11.25387,Entire home/apt,5,2.0,$100.00,24,54,84,174,0,0,,f,14,0.04
335,773437,https://www.airbnb.com/rooms/773437,"Gioia: 3 Bds Big Flat in Florence, link airpt&rail",4081362,Riccardo,2012-11-07,"Florence, Tuscany, Italy",2,Rifredi,43.7877,11.25538,Entire home/apt,7,3.0,$90.00,0,0,16,288,2,0,,t,2,3.11
336,780426,https://www.airbnb.com/rooms/780426,Casa Rovai Guest House Florence,4125114,Casa Rovai,2012-11-12,"Florence, Tuscany, Italy",8,Centro Storico,43.77271,11.26212,Private room,11,6.0,$120.00,23,52,81,347,1,0,,f,7,0.15
337,782568,https://www.airbnb.com/rooms/782568,"Flat to rent in Firenze, S.Frediano",4127292,Caterina,2012-11-12,"Florence, Tuscany, Italy",2,Centro Storico,43.76634,11.24047,Entire home/apt,2,1.0,$69.00,3,3,27,302,3,0,,f,2,0.36
338,783317,https://www.airbnb.com/rooms/783317,Appartamento con giardino privato sormontato dal Duomo di Firenze,351818,La Gabbia Del Grillo Appartamenti,2011-01-18,"Firenze, Toscana, Italy",8,Centro Storico,43.77317,11.25898,Entire home/apt,2,1.0,$129.00,27,57,87,160,4,0,,t,8,2.71
339,784776,https://www.airbnb.com/rooms/784776,Picturesque Double room in Florence,4137863,Lisa,2012-11-13,"Florence, Tuscany, Italy",1,Centro Storico,43.78017,11.24449,Private room,2,1.0,$50.00,7,31,61,324,13,0,,f,1,2.58
340,786911,https://www.airbnb.com/rooms/786911,cozy quiet room in Florence Center,4148302,Najat,2012-11-14,"Florence, Tuscany, Italy",5,Centro Storico,43.77779,11.25159,Private room,2,1.0,$58.00,16,16,16,16,3,0,,t,8,0.21
341,789586,https://www.airbnb.com/rooms/789586,Charming Apartment close to centre,4160656,Francesco E Laura,2012-11-15,"Florence, Tuscany, Italy",2,Campo di Marte,43.77611,11.27172,Entire home/apt,5,2.0,$80.00,0,0,0,135,1,0,,f,1,0.45
342,792117,https://www.airbnb.com/rooms/792117,Venere Room with private bathroom,4148302,Najat,2012-11-14,"Florence, Tuscany, Italy",5,Centro Storico,43.77945,11.25338,Private room,2,1.0,$60.00,5,5,5,5,7,0,,t,8,0.82
343,792963,https://www.airbnb.com/rooms/792963,Camera vista Santa Maria Novella,4148302,Najat,2012-11-14,"Florence, Tuscany, Italy",5,Centro Storico,43.77749,11.25253,Private room,3,1.0,$75.00,17,17,17,17,12,0,,t,8,0.34
344,792968,https://www.airbnb.com/rooms/792968,Casa Giselle,4178392,Adele,2012-11-18,"Florence, Tuscany, Italy",2,Centro Storico,43.7739,11.24752,Entire home/apt,3,1.0,$90.00,26,56,86,176,0,0,,f,2,0.11
345,792969,https://www.airbnb.com/rooms/792969,family room in historical center,4148302,Najat,2012-11-14,"Florence, Tuscany, Italy",5,Centro Storico,43.77953,11.25352,Private room,4,1.0,$80.00,16,16,16,16,4,0,,t,8,0.26
346,797449,https://www.airbnb.com/rooms/797449,Apartment FlorenceCenter,113883,N4U Guest House,2010-04-26,"Florence, Toscana, Italy",2,Centro Storico,43.77032,11.25746,Entire home/apt,2,1.0,$150.00,26,56,86,361,0,0,,f,2,0.01
347,798291,https://www.airbnb.com/rooms/798291,The delightful yellow Penthouse,4200221,Emilia,2012-11-20,"Florence, Tuscany, Italy",1,Centro Storico,43.77838,11.25357,Entire home/apt,6,3.0,$91.00,10,40,70,345,4,1,,t,1,2.08
348,800948,https://www.airbnb.com/rooms/800948,Suite panoramic terrace Florence,4216313,Lorenzo,2012-11-22,"Florence, Tuscany, Italy",1,Centro Storico,43.76649,11.25575,Entire home/apt,4,1.0,$155.00,16,42,68,201,21,3,,f,1,2.31
349,803889,https://www.airbnb.com/rooms/803889,"Florence Heart, S Maria Novella",4197342,Gabriella,2012-11-20,"Florence, Tuscany, Italy",2,Centro Storico,43.775307,11.251189,Entire home/apt,4,2.0,$80.00,0,0,0,139,0,0,,f,1,1.31
350,805950,https://www.airbnb.com/rooms/805950,Sunny apt in center of Florence,1170921,Miki,2011-09-17,"Florence, Tuscany, Italy",1,Centro Storico,43.76693,11.25835,Entire home/apt,4,1.0,$80.00,0,0,0,0,0,0,,f,2,
351,810417,https://www.airbnb.com/rooms/810417,BOSI'S ART HOUSE - 5 mins to center,4261505,Silvia,2012-11-27,"Florence, Tuscany, Italy",1,Isolotto Legnaia,43.77599,11.22245,Entire home/apt,4,2.0,$63.00,0,0,16,213,1,0,,t,1,0.85
352,812001,https://www.airbnb.com/rooms/812001,Top Luxury Apartment with terrace in Ponte Vecchio,4269515,Luca,2012-11-28,IT,7,Centro Storico,43.76811,11.24994,Entire home/apt,5,2.0,$133.00,17,30,47,291,14,0,,t,8,1.67
353,812544,https://www.airbnb.com/rooms/812544,Cozy beautiful room with WIFI,2587410,Nina,2012-06-09,"Florence, Toscana, Italy",1,Gavinana Galluzzo,43.76143,11.27995,Private room,1,1.0,$29.00,29,59,89,89,0,0,,f,1,0.15
354,822952,https://www.airbnb.com/rooms/822952,Pitti apartment in the city center,4321088,Sara,2012-12-04,"Florence, Tuscany, Italy",1,Centro Storico,43.75934,11.25398,Entire home/apt,2,,$60.00,0,0,0,0,0,0,,f,1,1.49
355,831111,https://www.airbnb.com/rooms/831111,Loft for 4 person wifi and parking,1526517,Andrea,2011-12-22,"Lido di Camaiore, Tuscany, Italy",7,Gavinana Galluzzo,43.7516,11.23968,Entire home/apt,2,1.0,$120.00,27,57,87,362,0,0,,f,6,0.03
356,844094,https://www.airbnb.com/rooms/844094,B&B di Piazza del Duomo- camera Da Vinci,4406765,Luisa,2012-12-14,"Florence, Tuscany, Italy",2,Centro Storico,43.77255,11.25788,Private room,2,1.0,$125.00,18,48,78,353,0,0,,f,3,
357,844812,https://www.airbnb.com/rooms/844812,Maggio Luxury 2b in Oltrarno,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189,Centro Storico,43.76719,11.24919,Entire home/apt,4,2.0,$256.00,0,0,0,0,0,0,,t,125,
358,845332,https://www.airbnb.com/rooms/845332,Detached double room in quiet apt,4374160,Mario & Beatrice,2012-12-10,"Florence, Tuscany, Italy",1,Campo di Marte,43.82135,11.28366,Private room,2,1.0,$28.00,0,14,44,319,0,0,,f,1,3.23
359,847504,https://www.airbnb.com/rooms/847504,"Lauretta, in the heart of Florence!",2037263,Francesca,2012-03-30,"Florence, Tuscany, Italy",2,Centro Storico,43.77423,11.26365,Entire home/apt,3,1.0,$55.00,10,10,10,177,5,0,,t,1,0.48
360,849594,https://www.airbnb.com/rooms/849594,Modern Florentine cozy room in S.Ambrogio,4435424,Rosa,2012-12-18,"Florence, Tuscany, Italy",2,Centro Storico,43.76991,11.26704,Private room,2,2.0,$26.00,12,26,56,56,0,0,,f,2,2.5
361,850522,https://www.airbnb.com/rooms/850522,art appartment in the garden,1626964,Federica,2012-01-19,"Florence, Tuscany, Italy",3,Campo di Marte,43.79324,11.29359,Entire home/apt,2,1.0,$56.00,0,0,0,0,0,0,,f,3,0.33
362,851013,https://www.airbnb.com/rooms/851013,Very Nice Room near the Dome of Florence,4443797,Michele,2012-12-19,"Florence, Tuscany, Italy",3,Centro Storico,43.77335,11.25991,Private room,2,1.0,$20.00,0,0,0,0,11,0,,f,3,0.54
363,857987,https://www.airbnb.com/rooms/857987,B&B LORENZO DE' MEDICI DREAM'S ROOM + LOFT CENTER!,2690055,Carmine,2012-06-20,"Florence, Tuscany, Italy",3,Centro Storico,43.77604,11.25313,Private room,2,1.0,$50.00,0,0,0,0,0,0,,t,8,1.27
364,859871,https://www.airbnb.com/rooms/859871,Pandolfini Roof 1b in Santa Croce,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189,Centro Storico,43.77089,11.261,Entire home/apt,4,1.0,$155.00,0,0,0,0,0,0,,t,125,0.04
365,862287,https://www.airbnb.com/rooms/862287,Lovely flat in Florence,4415069,Alessandro,2012-12-16,"Lastra a Signa, Tuscany, Italy",1,Rifredi,43.79512,11.16823,Entire home/apt,2,1.0,$70.00,0,0,0,230,0,0,,f,1,0.3
366,862480,https://www.airbnb.com/rooms/862480,Pandolfini Street 1b near SANTA CROCE,4156491,Apartments Florence,2012-11-15,"Florence, Tuscany, Italy",189,Centro Storico,43.77089,11.261,Entire home/apt,4,1.0,$110.00,0,0,0,0,0,0,,t,125,0.07
367,866738,https://www.airbnb.com/rooms/866738,"Le Tre Stanze Bedrooms, New Suite",324794,Steiner,2010-12-22,"Florence, Toscana, Italy",3,Centro Storico,43.7717,11.25987,Private room,4,1.0,$100.00,0,15,45,320,0,0,,f,3,0.05
368,866773,https://www.airbnb.com/rooms/866773,"Le Tre Stanze Bedrooms, Mansarda",324794,Steiner,2010-12-22,"Florence, Toscana, Italy",3,Centro Storico,43.77193,11.25981,Private room,2,1.0,$120.00,0,15,45,320,0,0,,f,3,0.15
369,868045,https://www.airbnb.com/rooms/868045,Loft in down town also for smart co/working,3358452,Modestino,2012-08-24,"Florence, Tuscany, Italy",21,Centro Storico,43.76598,11.24532,Entire home/apt,4,1.0,$53.00,27,57,87,362,20,1,,t,7,1.16
370,872780,https://www.airbnb.com/rooms/872780,"Purple Suite, 1 bedroom, front MedicI Chapel",4605211,Mariangela,2013-01-06,"Pisa, Tuscany, Italy",9,Centro Storico,43.77482,11.25249,Entire home/apt,5,1.0,$135.00,25,55,85,354,1,0,048017LTN1633,t,8,0.41
371,878671,https://www.airbnb.com/rooms/878671,"Florence, Ponte Vecchio View, dream",4643595,Barbara,2013-01-09,"Florence, Tuscany, Italy",1,Centro Storico,43.76838,11.25425,Entire home/apt,3,1.0,$87.00,27,57,87,358,6,0,,f,1,2.15
